Index,Day,Month,Year,Type,Registration,Operator,Fatalities,Location,Country,Category
4483,9,FEB,1945,Curtiss C-46A,42-101152,USAAF,,,Unknown country,A1
4484,9,FEB,1945,Douglas C-47B (DC-3),43-49577,USAAF,0,between Chihchia...,China,A1
4485,9,FEB,1945,Douglas C-47B (DC-3),43-49580,USAAF,,unknown,China,A1
4486,9,FEB,1945,Short Sunderland GR.3,ML829,RAF,2,Plymouth Sound,U.K.,A1
4487,10,FEB,1945,Curtiss C-46A,42-96613,USAAF,,Jiwani Airport,India,A1
4488,10,FEB,1945,Lockheed C-60A Lodestar,42-56002,USAAF,,near Dayton-Wright Pa...,USA,A1
4489,10,FEB,1945,Consolidated C-109,44-49060,USAAF,0,near Tilagaon,India,A1
4490,10,FEB,1945,Douglas C-47A (DC-3),43-30761,USAAF,0,near Batan Island,Philippines,C1
4491,10,FEB,1945,Douglas C-47A (DC-3),43-16015,USAAF,10,near Nichols Field,Philippines,C1
4492,10,FEB,1945,Douglas Dakota IV (DC-3),KJ927,RAF,5,near Mount Victoria,Myanmar,A1
4493,11,FEB,1945,Curtiss C-46A,42-107328,USAAF,,Kunming,China,A1
4494,11,FEB,1945,Douglas C-47B (DC-3),43-16394,USAAF,7,near Tangmere Airfield,U.K.,A1
4495,11,FEB,1945,Short Sunderland III,NJ183,RAF - op.for RCAF,11,Knocknagor -  Irvi...,U.K.,A1
4496,11,FEB,1945,Consolidated C-109,44-49025,USAAF,,near Kunming-Wujiaba ...,China,A1
4497,11,FEB,1945,Douglas Dakota III (DC-3),KG711,South African AF,0,Otoka,Bosnia,A1
4498,11,FEB,1945,Douglas Dakota III (DC-3),FD915,RAF,5,near Budalin,Myanmar,A1
4499,11,FEB,1945,Junkers Ju-52/3mg14e,8T+LV,German AF,4,between Papa and...,Hungary,A1
4500,11,FEB,1945,Douglas C-47A (DC-3),42-93729,USAAF,,unknown,Unknown country,A1
4501,12,FEB,1945,Douglas C-47B (DC-3),43-49630,USAAF,,Myitkyina South ...,Myanmar,A1
4502,12,FEB,1945,Curtiss C-46A,42-3564,USAAF,,,India,A1
4503,12,FEB,1945,Consolidated 28-5MC Canso (PBY-5),9701,RCAF,4,Saanich Inlet -  BC,Canada,A1
4504,12,FEB,1945,Douglas Dakota III (DC-3),FL644,RAF,0,Imphal-Koirengei...,India,A1
4505,13,FEB,1945,Douglas C-47A (DC-3),42-93307,USAAF,,Port Moresby-Jac...,P.N. Guinea,A1
4506,13,FEB,1945,Curtiss C-46A,42-96637,USAAF,,near Yunlung,China,A1
4507,13,FEB,1945,Curtiss C-46A,42-96746,USAAF,,near Chanyi,China,A1
4508,13,FEB,1945,Douglas R4D-6 (DC-3),50765,US Navy,24,near Oakland NAS -  CA ...,USA,A1
4509,13,FEB,1945,Douglas R4D-5 (DC-3),17236,US Navy,,Owi Island,Indonesia,A1
4510,13,FEB,1945,Douglas Dakota III (DC-3),FD928,RAF,4,near Kangla -  Assam,India,A1
4511,14,FEB,1945,Curtiss C-46D,42-101213,USAAF,,Sinthe,Myanmar,A1
4512,14,FEB,1945,Douglas C-47A (DC-3),42-100996,USAAF,4,near Oblong -  IL,USA,A1
4513,14,FEB,1945,Douglas C-47A (DC-3),42-100969,USAAF,,near Shingbwiyang,Myanmar,A1
4514,14,FEB,1945,Consolidated C-109,44-48996,USAAF,,near Likiang,China,A1
4515,14,FEB,1945,Douglas Dakota III (DC-3),FD820,RAF,4,near Lunglei,India,A1
4516,14,FEB,1945,Douglas C-47A (DC-3),43-15816,USAAF,6,Antipolo  -  Luzon,Philippines,A1
4517,15,FEB,1945,Lockheed 18 Lodestar,PP-NAE,NAB,15,near Lagoa Santa -  GO,Brazil,A1
4518,15,FEB,1945,Curtiss C-46D,44-77355,USAAF,,,Unknown country,U1
4519,15,FEB,1945,Curtiss C-46A,42-96612,USAAF,,near Mohanbari Air Ba...,India,A1
4520,15,FEB,1945,Douglas C-47B (DC-3),43-48956,USAAF,,near Vernouillet (A-41),France,A1
4521,15,FEB,1945,Douglas C-47A (DC-3),43-15875,USAAF,,Imphal-Tulihal A...,India,A1
4522,15,FEB,1945,Douglas R4D-5 (DC-3),39068,US Navy,,Momote -  Los Negr...,P.N. Guinea,A1
4523,15,FEB,1945,Douglas C-47A (DC-3),42-100694,USAAF,,Muse Airfield,Myanmar,A1
4524,16,FEB,1945,Douglas C-47B (DC-3),105,CNAC,0,Hukawng Valley,China,A1
4525,16,FEB,1945,Douglas C-47B (DC-3),6845,South African AF,,Tabora,South Africa,A1
4526,16,FEB,1945,Douglas C-47A (DC-3),42-24394,USAAF,,Corregidor Island,Philippines,C1
4527,17,FEB,1945,Douglas C-47A (DC-3),A65-34,RAAF,6,near Nadzab,P.N. Guinea,A1
4528,17,FEB,1945,Douglas Dakota IV (DC-3),KJ890,RAF,,unknown,Unknown country,A1
4529,18,FEB,1945,Curtiss C-46A,42-96544,USAAF,,Abadan,Iran,A1
4530,18,FEB,1945,Douglas C-47A (DC-3),42-100445,USAAF,,Muse Airfield,Myanmar,A1
4531,19,FEB,1945,Curtiss C-46D,44-77409,USAAF,,,Unknown country,U1
4532,19,FEB,1945,Curtiss C-46D,44-77463,USAAF,,,Unknown country,U1
4533,19,FEB,1945,Douglas C-47B (DC-3),43-16204,USAAF,,Wau Valley,P.N. Guinea,A1
4534,19,FEB,1945,Douglas Dakota III (DC-3),TS436,RAF,20,near Zeals RAF Station,U.K.,A1
4535,20,FEB,1945,Douglas C-47A (DC-3),42-24006,USAAF,,Barrackpore,India,A1
4536,21,FEB,1945,Curtiss C-46A,42-107332,USAAF,0,Hsian,China,A1
4537,21,FEB,1945,Douglas R4D-6 (DC-3),50768,US Navy,,Cleveland Munici...,USA,O1
4538,22,FEB,1945,Douglas C-53 Skytrooper (DC-3),41-20086,USAAF,,Agra,India,A1
4539,22,FEB,1945,Douglas C-47A (DC-3),42-92742,USAAF,4,unknown,France,C1
4540,22,FEB,1945,Douglas C-47A (DC-3),42-100954,USAAF,7,Unknown,Italy,A1
4541,22,FEB,1945,Douglas C-47 (DC-3),42-24415,USAAF,,Tanuan,Philippines,U1
4542,22,FEB,1945,Douglas C-47A (DC-3),42-93034,USAAF,,Prosnes Advanced...,France,A1
4543,23,FEB,1945,Douglas DC-3-277,NC18142,American Airlines,17,near Rural Retreat -  VA,USA,A1
4544,23,FEB,1945,Curtiss C-46A,42-107377,USAAF,13,near Casablanca-Cazes...,Morocco,A1
4545,23,FEB,1945,Curtiss C-46A,41-24732,USAAF,,,Unknown country,U1
4546,23,FEB,1945,Curtiss C-46A,42-96541,USAAF,9,near Wadi Seidna,Sudan,A1
4547,23,FEB,1945,Douglas C-47B (DC-3),43-16224,USAAF,20,near Biak -  Indonesia,Pacific Ocean,A1
4548,23,FEB,1945,Junkers Ju-52/3mg4e,4V+DR,German AF,8,Malá Úpa (Klei...,Czech Rep.,A1
4549,23,FEB,1945,Junkers Ju-52/3m,VB+UO,German AF,23,Slunecní jáma-...,Czech Rep.,A1
4550,24,FEB,1945,Douglas Dakota III (DC-3),KG654,RAF,,Broadwell RAF St...,U.K.,A1
4551,25,FEB,1945,Curtiss C-46A,42-96728,USAAF,,,Unknown country,U1
4552,25,FEB,1945,Curtiss C-46A,42-107313,USAAF,,near Yunnanyi,China,A1
4553,26,FEB,1945,Douglas C-54B (DC-4),42-72403,USAAF,,Kunming Airport ...,China,A1
4554,26,FEB,1945,Curtiss C-46D,42-101172,USAAF,,,Unknown country,A1
4555,26,FEB,1945,Consolidated C-87A,41-24174,USAAF,10,near Marshall Islands,Pacific Ocean,A1
4556,26,FEB,1945,Douglas C-47A (DC-3),42-23886,USAAF,0,Attu-Alexai Poin...,USA,O1
4557,27,FEB,1945,Curtiss C-46A,41-24687,USAAF,,near Lake Tali,China,A1
4558,27,FEB,1945,Curtiss C-46A,42-96689,USAAF,0,Yankai,China,A1
4559,27,FEB,1945,PB2B-1 Catalina,44244,US Navy,6,South Pacific,Pacific Ocean,A1
4560,27,FEB,1945,Douglas C-47B (DC-3),43-49488,USAAF,,Chanyi Airport,China,A1
4561,27,FEB,1945,Lockheed 14-08 Super Electra,CF-TCF,TCAL,2,near Moncton/Greater ...,Canada,A1
4562,27,FEB,1945,Douglas C-47A (DC-3),43-15697,USAAF,,Thabutkon Airstrip,Myanmar,A1
4563,27,FEB,1945,Douglas C-47A (DC-3),42-93444,USAAF,,Unknown,Unknown country,A1
4564,28,FEB,1945,Curtiss C-46A,41-24674,USAAF,,Tingkawk Sakan,Myanmar,A1
4565,28,FEB,1945,Curtiss C-46D,42-101143,USAAF,,,Unknown country,U1
4566,28,FEB,1945,Douglas Dakota IV (DC-3),KJ806,RAF,,East Midlands-Ca...,U.K.,A1
4567,,FEB,1945,Douglas Dakota IV (DC-3),KJ898,RAF,,Monywa,Myanmar,A1
4568,1,MAR,1945,Consolidated C-109,44-48882,USAAF,,near Jorhat (JRH),India,A1
4569,1,MAR,1945,Douglas C-47A (DC-3),42-93360,USAAF,,Warazup Airstrip,Myanmar,A1
4570,1,MAR,1945,Douglas C-47A (DC-3),42-92784,USAAF,,Quezon Field,Philippines,A1
4571,1,MAR,1945,Douglas C-47A (DC-3),42-23610,USAAF,,Pitu/Morotai Isl...,P.N. Guinea,A1
4572,1,MAR,1945,Douglas Dakota IV (DC-3),KJ921,RAF,4,Hailing Island,China,A1
4573,1,MAR,1945,Douglas C-47A (DC-3),42-93490,USAAF,,Muse Airfield,Myanmar,A1
4574,2,MAR,1945,Curtiss C-46A,43-47154,USAAF,,,Unknown country,A1
4575,2,MAR,1945,Curtiss C-46D,42-96786,USAAF,,near Darwin -  NT,Australia,A1
4576,3,MAR,1945,Douglas C-47 (DC-3),41-18554,USAAF,27,Ledo,India,A1
4577,3,MAR,1945,Douglas C-47A (DC-3),43-48223,USAAF,16,Carmeilles-en-Va...,France,A1
4578,3,MAR,1945,Consolidated C-109,44-49728,USAAF,,Dhaka-Kurmitola ...,Bangladesh,A1
4579,3,MAR,1945,Consolidated C-87,41-23959,USAAF,,Luliang,China,A1
4580,3,MAR,1945,Douglas C-47A (DC-3),43-15817,USAAF,,unknown,U.S. M.O. Islands,A1
4581,3,MAR,1945,Douglas C-47A (DC-3),43-15482,USAAF,,Angeles City-Cla...,Philippines,A1
4582,3,MAR,1945,Douglas Dakota IV (DC-3),KJ848,RAF,,Sinthe,Myanmar,A1
4583,4,MAR,1945,Curtiss C-46D,44-77654,USAAF,4,near Orfordness,U.K.,C1
4584,4,MAR,1945,Curtiss C-46D,44-77411,USAAF,,,Unknown country,U1
4585,4,MAR,1945,Douglas C-47B (DC-3),43-48903,USAAF,,Compiègne/Margn...,France,A1
4586,4,MAR,1945,Curtiss C-46D,44-77488,USAAF,,,Unknown country,A1
4587,4,MAR,1945,Douglas C-47A (DC-3),43-15254,USAAF,,near Cheddington,U.K.,A1
4588,4,MAR,1945,Short Sunderland III,PP138,RAAF,0,unknown,Unknown country,A1
4589,4,MAR,1945,Douglas C-47A (DC-3),42-24101,USAAF,2,near Lawrenceville-Ge...,USA,A1
4590,4,MAR,1945,Douglas C-47B (DC-3),43-16144,USAAF,0,near Lawrenceville-Ge...,USA,A1
4591,4,MAR,1945,Douglas C-47A (DC-3),CCCP-L915,Aeroflot,5,Mulden,Russia,A1
4592,5,MAR,1945,Curtiss C-46D,42-96784,USAAF,,,Unknown country,A1
4593,5,MAR,1945,Curtiss C-46A,42-61042,USAAF,0,Luliang,China,A1
4594,5,MAR,1945,Douglas C-47 (DC-3),41-18595,USAAF,,Dobodura,P.N. Guinea,A1
4595,5,MAR,1945,Douglas C-47 (DC-3),41-18597,USAAF,,Dobodura,P.N. Guinea,A1
4596,5,MAR,1945,Douglas C-47A (DC-3),42-23357,USAAF,0,Dayton-Wright Pa...,USA,O1
4597,5,MAR,1945,Douglas C-47A (DC-3),42-108890,USAAF,,near Poix,France,A1
4598,5,MAR,1945,Lockheed C-60A Lodestar,42-55962,USAAF,3+ 5,Dayton-Wright Pa...,USA,A1
4599,5,MAR,1945,Curtiss C-46A,42-96750,USAAF,,Mohanbari Air Ba...,India,U1
4600,5,MAR,1945,Douglas R4D-6 (DC-3),50748,US Navy,0,Momote Airfield,P.N. Guinea,A1
4601,5,MAR,1945,Douglas C-47A (DC-3),43-15412,USAAF,5,between Bayug an...,Philippines,A1
4602,5,MAR,1945,Consolidated C-87,44-39295,USAAF,,Kunming-Wujiaba ...,China,A1
4603,5,MAR,1945,Douglas DC-3 (Nakajima L2D),J-BKOV,Imperial Japanese Airways,,Taiwan,Taiwan,C1
4604,6,MAR,1945,Curtiss C-46D,44-77363,USAAF,,,Unknown country,A1
4605,6,MAR,1945,Douglas C-47A (DC-3),42-100625,USAAF,,Unknown *,Vanuatu,A1
4606,6,MAR,1945,Douglas C-47A (DC-3),42-100624,USAAF,,Nasagbu Island,Philippines,A1
4607,6,MAR,1945,Douglas C-47B (DC-3),43-16300,USAAF,,unknown,Unknown country,A1
4608,6,MAR,1945,Douglas C-47A (DC-3),42-92971,USAAF,,Shinbweyang Airf...,Myanmar,A1
4609,6,MAR,1945,Junkers Ju-52/3m,8T-NR,German AF,4,Braunau,Austria,A1
4610,7,MAR,1945,PB2B-1 Catalina,A24-203,RAAF,9,,Pacific Ocean,A1
4611,7,MAR,1945,Douglas C-47A (DC-3),43-15471,USAAF,,Dagupan -  Luzon,Philippines,A1
4612,7,MAR,1945,Douglas C-47A (DC-3),43-30743,USAAF,,Tacloban,Philippines,U1
4613,7,MAR,1945,Douglas C-47A (DC-3),42-93738,USAAF,,Muse Airfield,Myanmar,A1
4614,8,MAR,1945,Douglas C-47A (DC-3),42-108984,USAAF,,Kutkai,Myanmar,A1
4615,8,MAR,1945,Douglas C-47A (DC-3),42-100702,USAAF,,near Irrawady River,Myanmar,A1
4616,9,MAR,1945,Curtiss C-46A,43-47086,USAAF,,Mangshi,China,A1
4617,9,MAR,1945,Curtiss C-46D,44-77496,USAAF,,,Unknown country,A1
4618,9,MAR,1945,Curtiss C-46D,44-77476,USAAF,,,Unknown country,A1
4619,9,MAR,1945,Curtiss C-46D,42-101232,USAAF,,Sinthe,Myanmar,A1
4620,9,MAR,1945,Douglas C-47A (DC-3),42-100944,USAAF,,Cairo,Egypt,A1
4621,10,MAR,1945,Consolidated PBY-5A Catalina,48386,US Navy,8,near Kodiak NAS -  AK,USA,A1
4622,10,MAR,1945,Curtiss C-46D,44-77341,USAAF,37,near Tanauan Airfield,Philippines,A1
4623,10,MAR,1945,Douglas C-47A (DC-3),43-30753,USAAF,,unknown,Unknown country,A1
4624,11,MAR,1945,Curtiss C-46A,42-3572,USAAF,,,Unknown country,A1
4625,11,MAR,1945,Consolidated C-109,44-49062,USAAF,4,within India or Burma,India,A1
4626,11,MAR,1945,Douglas C-47A (DC-3),42-23582,USAAF,0,Angeles City-Cla...,Philippines,C1
4627,11,MAR,1945,Douglas C-47A (DC-3),43-16019,USAAF,,San Marcelino,Philippines,C1
4628,11,MAR,1945,Douglas C-47A (DC-3),42-23708,USAAF,0,Angeles City-Cla...,Philippines,C1
4629,11,MAR,1945,Douglas C-47A (DC-3),43-15488,USAAF,0,Angeles City-Cla...,Philippines,C1
4630,11,MAR,1945,Douglas C-47A (DC-3),43-15458,USAAF,0,Angeles City-Cla...,Philippines,C1
4631,11,MAR,1945,Douglas C-47A (DC-3),43-47996,USAAF,0,Angeles City-Cla...,Philippines,C1
4632,11,MAR,1945,Douglas C-47A (DC-3),43-15435,USAAF,0,Angeles City-Cla...,Philippines,C1
4633,11,MAR,1945,Douglas C-47A (DC-3),42-93497,USAAF,0,Angeles City-Cla...,Philippines,C1
4634,11,MAR,1945,Consolidated C-87,42-107271,USAAF,,near Jorhat (JRH),India,A1
4635,11,MAR,1945,Douglas C-47B (DC-3),43-16241,USAAF,0,Angeles City-Cla...,Philippines,C1
4636,11,MAR,1945,Douglas C-47A (DC-3),43-48253,USAAF,,unknown,Unknown country,A1
4637,12,MAR,1945,Curtiss C-46D,42-101207,USAAF,,South West Pacific,Pacific Ocean,A1
4638,12,MAR,1945,Consolidated C-109,42-51786,USAAF,0,near Jassore,India,A1
4639,12,MAR,1945,Curtiss C-46A,42-101074,USAAF,,,Unknown country,A1
4640,12,MAR,1945,Douglas C-47A (DC-3),42-24275,USAAF,,Amchitka Airport...,USA,A1
4641,12,MAR,1945,Curtiss C-46D,44-77373,USAAF,6,near Tanauan,Philippines,A1
4642,12,MAR,1945,Douglas C-47B (DC-3),43-49579,USAAF,,unknown,Unknown country,A1
4643,12,MAR,1945,Douglas C-47A (DC-3),42-100455,USAAF,6,near Tanauan Airfield,Philippines,A1
4644,13,MAR,1945,Douglas C-47 (DC-3),41-38654,USAAF,,Shwebo,Myanmar,A1
4645,13,MAR,1945,Douglas C-47A (DC-3),43-15801,USAAF,,near Moran,India,A1
4646,13,MAR,1945,Douglas C-53 Skytrooper (DC-3),42-6461,USAAF,1,near Vitra,France,A1
4647,13,MAR,1945,Douglas C-47C,41-18582,USAAF,6,near George West -  TX,USA,A1
4648,13,MAR,1945,Douglas R4D-5 (DC-3),17202,US Navy,,unknown,Unknown country,A1
4649,13,MAR,1945,Douglas Dakota IV (DC-3),KN345,RAF,5,near Riverside -  CA,USA,A1
4650,13,MAR,1945,Curtiss C-46A,41-24705,USAAF,3,,China,A1
4651,13,MAR,1945,Junkers Ju-52/3m,,German AF,5,Aalborg West,Denmark,A1
4652,14,MAR,1945,Curtiss C-46D,44-77367,USAAF,,,Unknown country,A1
4653,14,MAR,1945,Curtiss C-46D,44-77400,USAAF,,,Unknown country,U1
4654,14,MAR,1945,Douglas C-47B (DC-3),43-16290,USAAF,0,Angeles City-Cla...,Philippines,C1
4655,14,MAR,1945,Douglas C-47 (DC-3),42-24419,USAAF,0,Bhamo Airport (BMO),Myanmar,A1
4656,14,MAR,1945,Douglas Dakota IV (DC-3),KJ965,RAF,,Mawnubyin,Myanmar,A1
4657,14,MAR,1945,Douglas C-47A (DC-3),42-23859,USAAF,,unknown,Unknown country,A1
4658,14,MAR,1945,Curtiss C-46D,44-77492,USAAF,,,Unknown country,A1
4659,14,MAR,1945,Curtiss C-46D,44-77962,USAAF,,Sedalia Army Air...,USA,A1
4660,14,MAR,1945,Douglas C-47A (DC-3),42-100781,USAAF,4+ 6,near Prosnes,France,A1
4661,14,MAR,1945,Douglas R4D-5 (DC-3),17228,US Navy,7,near San Carlos -  CA,USA,A1
4662,14,MAR,1945,Short Sunderland III,ML743,RAF,12,Cró na Roda Hil...,Ireland,A1
4663,14,MAR,1945,Douglas C-47A (DC-3),42-93505,USAAF,2,Bathurst Bay -  QLD,Australia,A1
4664,14,MAR,1945,Consolidated C-87,44-39271,USAAF,,Chanyi,China,A1
4665,14,MAR,1945,Douglas Dakota IV (DC-3),KK126,RAF,,Mawnubyin,Myanmar,A1
4666,15,MAR,1945,Curtiss C-46A,42-3643,USAAF,,Mangshi,China,A1
4667,15,MAR,1945,Curtiss C-46A,42-107315,USAAF,,,Unknown country,A1
4668,15,MAR,1945,Curtiss C-46D,42-101211,USAAF,,Myitche Air Base,Myanmar,A1
4669,15,MAR,1945,Douglas C-47 (DC-3),41-18464,USAAF,,Kerman Airport (...,Iran,A1
4670,15,MAR,1945,Junkers Ju-52/3m,CCCP-L41,Aeroflot - Turkmenistan,0,near Chardzhou Airpor...,Turkmenistan,A1
4671,15,MAR,1945,Douglas C-47A (DC-3),42-92080,USAAF,,unknown,Unknown country,U1
4672,15,MAR,1945,Douglas C-47A (DC-3),42-92414,USAAF,,Gravesend,U.K.,C1
4673,15,MAR,1945,Douglas Dakota III (DC-3),KG525,South African AF,,Algiers-Maison B...,Algeria,A1
4674,16,MAR,1945,Curtiss C-46A,43-47135,USAAF,,Kunming Airport ...,China,A1
4675,16,MAR,1945,Curtiss C-46D,44-77360,USAAF,,,Unknown country,A1
4676,16,MAR,1945,Curtiss C-46D,44-77410,USAAF,,,Unknown country,A1
4677,16,MAR,1945,Douglas C-47A (DC-3),43-30676,USAAF,4,near Lee Vining -  CA,USA,A1
4678,17,MAR,1945,Douglas C-54B (DC-4),42-72418,USAAF,4,near Yunnan,China,A1
4679,17,MAR,1945,Curtiss C-46A,43-47153,USAAF,,near Yunnanyi,China,A1
4680,17,MAR,1945,Consolidated PBY-5A Catalina,46525,US Navy,5,Georgetown-Widea...,St. Helena,A1
4681,17,MAR,1945,Junkers Ju-52/3m,4V+EP,German AF,4,Breslau-Gandau A...,Poland,A1
4682,18,MAR,1945,Douglas C-47A (DC-3),42-23867,USAAF,3,near Cold Bay-Fort Ra...,USA,A1
4683,19,MAR,1945,Douglas C-54A (DC-4),42-72264,USAAF,5,near Rock Harbor -  FL,USA,A1
4684,19,MAR,1945,Douglas C-47B (DC-3),43-49234,USAAF,,near Pachung,China,A1
4685,19,MAR,1945,Douglas Dakota IV (DC-3),KK203,RAF,,Kyaukpyu -  Ramree...,Myanmar,A1
4686,19,MAR,1945,Curtiss C-46A,41-24746,USAAF,,near Shingbwiyang,Myanmar,A1
4687,19,MAR,1945,Curtiss C-46A,43-47114,USAAF,,near Yunglung,China,A1
4688,19,MAR,1945,Curtiss C-46D,42-101190,USAAF,,Chittagong Airfi...,Bangladesh,A1
4689,19,MAR,1945,Douglas R4D-6 (DC-3),50770,US Navy,17,,Pacific Ocean,A1
4690,19,MAR,1945,Consolidated C-109,42-51784,USAAF,,Kurmitola,Bangladesh,A1
4691,19,MAR,1945,Douglas Dakota IV (DC-3),KN343,RAF,0,near Port Moresby -  Pa...,Pacific Ocean,A1
4692,19,MAR,1945,Douglas Dakota IV (DC-3),KN220,RAF,,Chittagong Airfi...,Bangladesh,A1
4693,19,MAR,1945,Douglas Dakota III (DC-3),KG727,RAF,,Bari Airport (BRI),Italy,A1
4694,20,MAR,1945,Curtiss C-46A,42-60961,USAAF,,,Unknown country,A1
4695,20,MAR,1945,Curtiss C-46A,42-60974,USAAF,,,Unknown country,U1
4696,20,MAR,1945,Curtiss C-46A,42-60979,USAAF,,,Unknown country,U1
4697,20,MAR,1945,Douglas C-47A (DC-3),43-48237,USAAF,,Hollandia Airfield,P.N. Guinea,A1
4698,20,MAR,1945,Douglas Dakota IV (DC-3),KN228,RAF,,near Barrackpore,India,A1
4699,20,MAR,1945,Douglas C-47A (DC-3),43-15792,USAAF,,near Lashio,Myanmar,A1
4700,20,MAR,1945,Consolidated C-109,44-49045,USAAF,,Kunming-Wujiaba ...,China,A1
4701,20,MAR,1945,Douglas C-47A (DC-3),42-92896,USAAF,,unknown,Unknown country,A1
4702,21,MAR,1945,Curtiss C-46D,42-101234,USAAF,,near Chittagong,Bangladesh,A1
4703,21,MAR,1945,Douglas Dakota III (DC-3),KG534,RAF,,unknown,Unknown country,A1
4704,21,MAR,1945,Douglas Dakota III (DC-3),FD900,RAF,,Terceira-Lajes A...,Portugal,A1
4705,21,MAR,1945,Junkers Ju-52/3m,8T+CT,German AF,4,Wroclaw,Poland,A1
4706,22,MAR,1945,Curtiss C-46D,44-77320,USAAF,2,near Slater -  MO,USA,A1
4707,22,MAR,1945,Curtiss C-46A,43-47184,USAAF,2,near Slater -  MO,USA,A1
4708,22,MAR,1945,Consolidated PBY-5A Catalina,48443,US Navy,,Quinapundan Bay,Philippines,A1
4709,22,MAR,1945,Consolidated PBY-5A Catalina,2468,US Navy,0,Dunkeswell,U.K.,O1
4710,22,MAR,1945,Junkers Ju-52/3mg14e,S-202,Hungarian AF,0,Vaszar,Hungary,C1
4711,22,MAR,1945,Consolidated C-109,44-48755,USAAF,,near Kurmitola,Bangladesh,A1
4712,23,MAR,1945,Douglas C-47A (DC-3),43-15424,USAAF,,Angeles City-Cla...,Philippines,A1
4713,23,MAR,1945,Douglas Dakota IV (DC-3),KN376,RAF,,near Angaur,Palau,A1
4714,23,MAR,1945,Curtiss C-46A,42-96558,USAAF,,,Unknown country,A1
4715,23,MAR,1945,Curtiss C-46D,44-77460,USAAF,,,Unknown country,A1
4716,23,MAR,1945,Curtiss C-46D,44-77527,USAAF,,,Unknown country,A1
4717,23,MAR,1945,Curtiss C-46A,42-107296,USAAF,,,Unknown country,A1
4718,23,MAR,1945,Curtiss C-46A,42-61063,USAAF,,Shingwiyang,Myanmar,A1
4719,23,MAR,1945,Douglas Dakota IV (DC-3),KN255,RAF,,Chandina RAF Sta...,Bangladesh,A1
4720,23,MAR,1945,Douglas C-47A (DC-3),43-15900,USAAF,,Dohazari Airfield,Bangladesh,A1
4721,23,MAR,1945,Douglas C-47B (DC-3),43-48597,USAAF,,near Kunming,China,A1
4722,24,MAR,1945,Douglas C-47A (DC-3),42-92734,USAAF,,Weeze,Germany,C1
4723,24,MAR,1945,Curtiss C-46D,44-77473,USAAF,,,Unknown country,A1
4724,24,MAR,1945,Curtiss C-46D,44-77645,USAAF,,,Unknown country,A1
4725,24,MAR,1945,Curtiss C-46D,44-77581,USAAF,,,Unknown country,A1
4726,24,MAR,1945,Curtiss C-46D,44-77582,USAAF,,,Unknown country,A1
4727,24,MAR,1945,Curtiss C-46D,44-77583,USAAF,,,Unknown country,A1
4728,24,MAR,1945,Curtiss C-46D,44-77590,USAAF,,,Unknown country,A1
4729,24,MAR,1945,Curtiss C-46D,44-77602,USAAF,,,Unknown country,A1
4730,24,MAR,1945,Curtiss C-46A,42-3629,USAAF,,near Pangseng Pass,Myanmar,A1
4731,24,MAR,1945,Douglas C-47A (DC-3),43-15092,USAAF,2,near Wesel,Germany,A1
4732,24,MAR,1945,Douglas C-47A (DC-3),42-93798,USAAF,5,near Wesel,Germany,A1
4733,24,MAR,1945,Douglas C-47A (DC-3),42-93719,USAAF,0,near Wesel,Germany,A1
4734,24,MAR,1945,Douglas C-47A (DC-3),43-15294,USAAF,,Riswickhof,Germany,C1
4735,24,MAR,1945,Douglas C-47A (DC-3),42-92774,USAAF,,unknown,Germany,A1
4736,24,MAR,1945,Douglas C-47A (DC-3),42-92881,USAAF,3,near Wesel,Germany,A1
4737,24,MAR,1945,Douglas C-47A (DC-3),42-108871,USAAF,1,near Wesel,Germany,A1
4738,24,MAR,1945,Douglas C-47A (DC-3),42-100875,USAAF,2,near Rees,Germany,A1
4739,24,MAR,1945,Douglas C-47A (DC-3),42-24038,USAAF,5,near Wesel,Germany,C1
4740,24,MAR,1945,Douglas C-47A (DC-3),42-23931,USAAF,3,Riswickhof,Germany,C1
4741,24,MAR,1945,Douglas C-47A (DC-3),42-100933,USAAF,,within Germany,Germany,A1
4742,24,MAR,1945,Douglas C-47A (DC-3),43-15184,USAAF,5,near Mehr,Germany,A1
4743,24,MAR,1945,Douglas C-47A (DC-3),42-100822,USAAF,,within Germany,Germany,A1
4744,24,MAR,1945,Douglas C-47A (DC-3),42-92738,USAAF,,near Rees,Germany,A1
4745,24,MAR,1945,Douglas C-47A (DC-3),42-100674,USAAF,,near Wesel,Germany,A1
4746,24,MAR,1945,Douglas C-47A (DC-3),42-100649,USAAF,,within Germany,Germany,A1
4747,24,MAR,1945,Douglas C-47A (DC-3),43-15256,USAAF,,near Wesel,Germany,A1
4748,24,MAR,1945,Douglas C-47A (DC-3),42-100579,USAAF,,within Germany,Germany,A1
4749,24,MAR,1945,Douglas C-47A (DC-3),42-100564,USAAF,,within Germany,Germany,A1
4750,24,MAR,1945,Douglas C-47A (DC-3),43-15266,USAAF,,near Wesel,Germany,A1
4751,24,MAR,1945,Douglas C-47A (DC-3),43-15659,USAAF,,near Wesel,Germany,A1
4752,24,MAR,1945,Douglas C-47A (DC-3),43-15618,USAAF,1,near Wesel,Germany,A1
4753,24,MAR,1945,Douglas C-47A (DC-3),43-15493,USAAF,4,near Wesel,Germany,C1
4754,24,MAR,1945,Douglas C-47A (DC-3),43-15251,USAAF,,near Rees,Germany,A1
